Ticker,Sector,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Total Cash Per Share,Total Debt/Equity,,0
IMU,Pharmaceuticals & Biotechnology,15960,12960,NA,NA,NA,15.75,1.71,12.79,NA,0,NA,,
IXR,Materials,9110,5950,NA,NA,NA,NA,0.28,NA,NA,0,NA,,
IAB,Telecommunication Services,13640,12530,14.2,NA,NA,0.3,2.73,0.27,4.54,0.18,31.21,,
ICG,Materials,10340,10460,NA,NA,NA,421.74,0.8,426.59,-7.24,0,NA,,
IPL,Materials,6500000,8710000,23.23,14.37,0.93,1.86,1.44,2.51,11.96,0.06,50.52,,
IOG,Energy,4810,5890,NA,NA,NA,0.74,0.88,0.91,2.52,0.01,44.82,,
IGO,Materials,1050000,1020000,13.17,9.6,0.21,2.15,1.67,2.02,4.13,0.4,0.28,,
IRL,Materials,4000,4220,NA,NA,NA,0.32,0.67,0.42,-2.85,0,40.22,,
IDO,Materials,10760,2780,NA,NA,NA,NA,0.34,NA,-0.15,0.03,28.94,,
IDC,Materials,8180,8310,NA,NA,NA,NA,0.08,NA,-1.9,0,2.39,,
IDZ,Consumer Services,57110,42530,NA,48,NA,13.09,1.94,9.88,NA,0.1,NA,,
IND,Energy,1260,1190,NA,NA,NA,NA,0.69,NA,-0.85,0,NA,,
IFN,Utilities,218850,1400000,25.91,NA,NA,0.71,0.45,4.35,7.02,0.09,244.73,,
IFM,Software & Services,364970,336860,26.93,19.75,1.55,6.25,8.56,5.76,18.77,0.04,NA,,
IFZ,Utilities,1690000,3290000,6.12,NA,NA,1.42,1.57,2.77,10.16,0.46,101.8,,
INA,Real Estate,375150,545960,47.22,NA,NA,7.07,1.16,10.33,52.76,0.03,68.32,,
IAG,Insurance,12620000,14700000,11.2,11.8,-7.3,1.2,1.93,1.39,8.18,0.11,25.27,,
INT,Technology Hardware & Equipment,8340,7610,1.25,NA,NA,NA,10,-75.35,NA,0,NA,,
INL,Materials,3000,1740,NA,NA,NA,1.81,1.11,1.12,-1.68,0.01,9.16,,
IRI,Software & Services,295230,284220,25.59,19.33,1.56,4.76,8.44,4.7,19.27,0.09,NA,,
IRC,Materials,6770,7010,NA,NA,NA,NA,0.56,-554.95,-15.24,0.01,6.79,,
ICX,Energy,3660,2190,NA,NA,NA,52.74,0.22,40.09,-2.55,0.01,NA,,
IGS,Materials,2440,3380,NA,NA,NA,8.33,0.67,8.64,-3.41,0,16.93,,
IEC,Energy,5270,9670,NA,NA,NA,0.36,0.26,0.66,-4.12,0,30.72,,
IAU,Materials,53660,-3340,0.73,NA,3.26,NA,0.57,NA,0.25,0.16,NA,,
IQE,Consumer Services,170000,176190,33.33,7.08,NA,3.65,2.85,3.78,13.79,0.06,21.85,,
IVT,Commercial Services & Supplies,2990,4500,NA,NA,NA,0.15,0.83,0.26,-2.05,0,79.33,,
IOF,Real Estate,2360000,3350000,10.38,14.22,4.43,9.23,1.14,12.95,NA,0.02,45.67,,
IVR,Materials,6470,2060,14,NA,NA,5.17,0.2,1.59,1.72,0.01,NA,,
IVO,Media,17540,18700,NA,7.7,NA,21.23,3.68,21.52,-5.12,0.01,45.25,,
IVX,Pharmaceuticals & Biotechnology,17280,10620,NA,NA,NA,64.72,1.75,57.32,-1.08,0,16.43,,
IVC,Consumer Services,1400000,1680000,25.76,24.67,3.04,3.34,7.51,3.99,16.79,0.1,125.16,,
IFL,Diversified Financials,3190000,3290000,23.17,16.4,2.08,3.61,2.38,3.66,15.72,0.45,15.16,,
IPB,Energy,2050,-665.75,NA,NA,NA,NA,0.28,NA,0.42,0.02,NA,,
IPE,Diversified Financials,40970,37350,150,NA,NA,4.28,0.84,3.87,NA,0.03,NA,,
IPH,Commercial Services & Supplies,790780,769500,38.65,22.14,1.7,9.08,2450,9.05,24.64,0.03,3881.87,,
IPP,Software & Services,465120,485630,NA,49.6,1.38,22.15,14.72,22.24,NA,0.07,NA,,
IQ3,Diversified Financials,48870,NA,NA,NA,NA,816.1,NA,NA,NA,NA,NA,,
IRE,Software & Services,1690000,1800000,33.04,21.08,2.66,5.09,5.06,5.46,20.47,0.47,58.02,,
IRM,Materials,1630,-188.31,NA,NA,NA,10.86,0.63,-1.25,0.16,0.01,NA,,
IRD,Materials,52960,43170,NA,NA,NA,74.53,0.4,60.75,-10.08,0.02,NA,,
IBC,Diversified Financials,90740,44.58,23.04,NA,NA,19.46,0.95,0.01,NA,0.56,NA,,
IBG,Materials,43780,45480,NA,NA,NA,NA,0.48,NA,-51.68,0.01,NA,,
IFE,Materials,4740,2540,NA,NA,NA,47.86,0.2,56.09,-0.6,0,7.56,,
ISU,Consumer Services,402690,358890,49.68,17.11,1.09,2.95,1.58,2.76,34.91,0.23,NA,,
ISD,Software & Services,720000,756910,70.59,21.18,2.06,6.01,6.46,6.31,46.83,0.03,34.28,,
ICU,Software & Services,19680,7670,12.08,NA,NA,1.14,2.55,0.81,4.74,0.05,NA,,
ISX,Software & Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
ISN,Health Care Equipment & Services,20270,19380,NA,NA,NA,2759.89,3.18,2713.06,-2.82,0.02,NA,,
ITD,Health Care Equipment & Services,18640,22460,7.59,NA,NA,0.69,1.52,0.83,7,0.02,44.41,,
IWG,Software & Services,149710,175060,NA,NA,NA,103.45,90,112.01,-107.76,0.01,75.42,,
JHX,Materials,7470000,7860000,25.77,23.93,1.1,4.51,NA,4.75,20.87,0.15,NA,,
JAL,Materials,11100,6800,NA,NA,NA,503.57,0.67,308.76,-5,0.01,NA,,
JHC,Health Care Equipment & Services,707600,716140,NA,22.42,2.29,3.6,1.31,3.7,82.39,0.28,9.09,,
JAT,Energy,3260,2680,NA,NA,NA,NA,5,-31.63,-2.71,0,NA,,
JBH,Retailing,2120000,1990000,17.06,15.55,3.16,0.58,5.75,0.57,8.82,0.69,0.03,,
JCS,Software & Services,4260,3640,NA,NA,NA,0.34,0.76,0.29,-4.36,0,NA,,
JRV,Materials,3290,2890,NA,NA,NA,NA,0.43,NA,-1.54,0.01,NA,,
JRL,Materials,5920,939.56,NA,NA,NA,34.86,0.92,4.96,-3.53,0.14,NA,,
SHR,Commercial Services & Supplies,27150,6860,NA,NA,NA,1.74,0.76,0.44,-3.21,1.68,1.12,,
JYC,Retailing,28970,33050,7.34,NA,NA,1.45,1.14,1.65,15.62,0.11,27.54,,
JIN,Consumer Services,42660,18900,48.25,NA,NA,1.64,2.23,0.72,8.69,0.54,NA,,
JPR,Energy,38340,60620,NA,NA,NA,4.93,0.87,7.8,-462.14,0.04,61.32,,
JKL,Diversified Financials,17900,1710,NA,NA,NA,NA,1.15,NA,-1.55,0.13,NA,,
JVG,Capital Goods,NA,2150,NA,NA,NA,0.24,NA,1.85,NA,0,NA,,
KSC,Transportation,164660,261990,15.38,9.33,0.84,0.25,0.58,0.38,5.18,0.17,38.74,,
KAM,Diversified Financials,168120,148730,17.14,14.4,NA,6.92,10.36,6.17,10.41,0.05,NA,,
KTE,Utilities,6100,6160,12.5,NA,NA,NA,1.32,NA,NA,0,NA,,
KLR,Energy,0,-1950,NA,NA,NA,NA,NA,NA,3.23,0.03,NA,,
KIK,Energy,NA,1310,NA,NA,NA,149.07,0.44,221.03,0.81,0,24.07,,
KGM,Materials,3160,8360,NA,NA,NA,NA,1.25,-4.61,-2.54,0,241.98,,
KPT,Materials,12540,9520,NA,NA,NA,199.62,0.9,153.57,-13.37,0.24,0.17,,
KRL,Materials,17150,48950,NA,NA,NA,83.08,0.09,236.84,0.36,0,18.33,,
KAR,Energy,591860,5510,2.88,NA,-5.84,225.01,0.63,2.07,-0.3,2.76,NA,,
KAS,Materials,14880,10580,NA,NA,NA,113.85,1.83,80.83,-1.39,0.01,NA,,
KAT,Not Applic,40260,-2320,110,NA,NA,4.84,0.94,-0.28,NA,0.93,NA,,
KMD,Retailing,249090,327170,11.59,8.27,-1.88,0.83,1.14,1.09,8.02,0.01,29.88,,
KPC,Materials,73820,79570,NA,NA,NA,227.04,0.2,271.17,-7.97,0,6.02,,
KBL,Materials,21320,38840,NA,1.43,NA,0.61,0.51,1.36,-32.36,0,68.32,,
KEY,Energy,7950,4130,NA,NA,NA,48.3,1.57,31.02,-3.76,0,NA,,
KBC,Diversified Financials,31140,12520,NA,NA,NA,NA,0.83,-3.38,NA,0.12,NA,,
KGL,Materials,22650,11900,6.4,NA,NA,33.84,0.66,18.97,-4.87,0.07,NA,,
KNL,Materials,32470,24610,NA,NA,NA,592.25,2.66,563,NA,0.02,NA,,
KDR,Materials,11580,8530,NA,NA,NA,130.59,0.61,108.27,-11.12,0.02,NA,,
KRA,Materials,NA,1660,NA,NA,NA,3.57,NA,8.94,-0.5,0,NA,,
KDL,Materials,6870,5190,NA,NA,NA,0.09,0.76,0.07,-0.43,0.02,2.62,,
KIN,Materials,5890,7390,NA,NA,NA,207.66,1.38,270.54,-7.62,0,59.14,,
KPL,Energy,64450,55170,NA,NA,NA,310.91,1.65,266.14,-20.17,0.05,NA,,
KKO,Energy,2960,3300,NA,NA,NA,40.3,0.31,45.62,-2.56,0.01,5.66,,
KIS,Materials,27270,23790,NA,NA,NA,191.35,11,181.48,-9.15,0.01,NA,,
KRC,Materials,7710,4860,NA,NA,NA,469.06,0.76,443.43,NA,0,NA,,
KSO,Materials,3340,1140,NA,NA,NA,NA,2,NA,-3.87,0,NA,,
KCN,Materials,166570,248740,NA,12.42,0.14,0.51,0.38,0.74,3.22,0.29,33.05,,
KRM,Materials,121930,108000,NA,17,NA,7.73,1.67,6.47,-100.92,0.02,14.67,,
KSN,Materials,2340,1300,NA,NA,NA,NA,0.36,NA,-3.65,0.01,NA,,
KME,Consumer Services,25850,23180,25.43,NA,NA,1.81,3.06,1.61,13.87,0.06,19.36,,
KFE,Materials,26440,11250,11.67,NA,NA,722.53,0.63,368.19,5.9,0,NA,,
KKL,Technology Hardware & Equipment,5580,6550,NA,NA,NA,38.63,2,47.57,-7.04,0,46.44,,
KKT,Health Care Equipment & Services,16870,12320,16.43,NA,NA,0.49,1.83,0.36,7.44,0.03,0.91,,
KNH,Capital Goods,26310,53860,6.25,NA,NA,0.22,0.68,0.44,5.42,0.05,95.64,,
KOR,Materials,4420,5280,NA,NA,NA,NA,9.67,NA,-97.71,0,264.33,,
KOV,Capital Goods,40020,36810,10.73,9.74,1.02,0.56,1.21,0.51,4.3,0.24,NA,,
KTA,Materials,8080,7570,NA,NA,NA,107.56,4.87,107.3,NA,0.01,NA,,
KRS,Consumer Durables & Apparel,36060,30730,240,NA,NA,0.37,1.71,0.32,14.62,0.04,1.79,,
KRB,Materials,5800,-161.85,1.31,NA,NA,NA,0.58,NA,0.17,0.07,1.02,,
KGD,Materials,10430,7810,NA,NA,-0.06,NA,0.15,NA,-3.67,0.01,NA,,
KNE,Materials,1560,539.13,NA,NA,NA,11.9,0.32,4.12,-0.62,0.03,NA,,
LSA,Materials,3970,22090,NA,NA,NA,0.04,0.21,0.24,1.2,0,109.2,,
LCR,Materials,1060,933.91,NA,NA,NA,12.35,0.17,11.92,-0.5,0,NA,,
LKE,Materials,NA,151.79,NA,NA,NA,NA,2,NA,-1.49,0,NA,,
LKO,Energy,28580,21050,NA,NA,NA,37.45,0.5,28.03,-9.89,0,NA,,
LMB,Materials,13910,11770,NA,NA,NA,143.13,1.52,121.92,-5.36,0,NA,,
LMW,Real Estate,13790,13540,13.89,NA,NA,0.73,2.07,0.72,8.74,0.02,NA,,
LNY,Materials,6040,5760,NA,NA,NA,4981224.04,0.75,5757528.07,-9.01,0,13.99,,
LTN,Real Estate,83020,162390,NA,NA,NA,1.54,0.89,3.02,22.23,0,86.02,,
LAM,Energy,25420,25240,NA,NA,NA,NA,0.45,NA,-17.73,0.05,7.41,,
LBL,Capital Goods,11830,10940,15,NA,NA,1.25,1.85,1.16,6.94,0.03,16.01,,
LRS,Materials,3000,3400,NA,NA,NA,27.43,0.22,32.07,-0.96,0,4.97,,
LCD,Materials,1970,2340,NA,NA,NA,NA,8.5,NA,NA,0,NA,,
LMG,Materials,8350,7710,NA,NA,NA,322.07,1.33,327.96,-11.15,0,4.43,,
LSN,Materials,1590,710.98,NA,NA,NA,NA,1.03,NA,-2.75,0.02,NA,,
LBT,Health Care Equipment & Services,7110,5450,NA,NA,NA,2.47,0.5,1.73,-9.1,0.01,NA,,
LER,Materials,15300,13520,NA,NA,NA,1887.11,9.29,1731.9,-6.47,0.02,NA,,
LCY,Materials,5870,-962.11,NA,NA,NA,27.17,0.36,-4.45,0.28,0.01,0.83,,
LGD,Technology Hardware & Equipment,56990,67510,8.39,6.5,0.98,0.59,0.88,0.69,5.27,0.03,27.76,,
LEG,Materials,15700,6570,NA,NA,NA,NA,0.89,NA,-2.56,0.01,NA,,
LMR,Energy,10330,-3950,NA,NA,NA,NA,0.43,NA,2.22,0.08,NA,,
LLC,Real Estate,8690000,10850000,9.73,13.02,-4.27,0.65,1.75,0.81,10.25,1.48,52.54,,
LRR,Materials,2370,2830,NA,NA,NA,NA,NA,NA,-4.4,0,114.13,,
LBY,Materials,4890,3940,NA,NA,NA,101.16,3.09,81.58,-2.49,0.01,NA,,
LFC,Consumer Services,7100,6920,NA,NA,NA,3,1.64,2.93,-4.04,0.01,18.89,,
LIC,Real Estate,250980,277350,22.18,16.27,1.42,3.94,2.42,4.44,24.65,0.06,37.57,,
LML,Materials,9660,8260,NA,NA,NA,NA,1.36,NA,-7.98,0.01,NA,,
LAU,Transportation,127550,196010,20,12.5,3.63,0.41,1.87,0.63,6.14,0.03,110.94,,
LIO,Energy,21130,12450,220,NA,NA,12.63,1.45,8.25,58.2,0.05,NA,,
LLO,Materials,31890,28840,NA,NA,NA,NA,0.94,NA,-21.01,0.07,NA,,
LSX,Diversified Financials,19240,9200,NA,NA,NA,NA,0.46,-0.35,NA,0.09,NA,,
LHB,Real Estate,128700,123940,NA,NA,NA,NA,9.44,NA,-96.45,0.01,0.01,,
LTR,Materials,3230,2610,NA,NA,NA,461.03,0.64,373.36,-2.02,0,NA,,
LNG,Energy,1870000,1740000,NA,371,NA,2713.19,29.02,2652.53,-37.04,0.11,0.02,,
LTX,Materials,1900,1560,NA,NA,NA,30.23,1.17,24.82,2.73,0,NA,,
LCT,Pharmaceuticals & Biotechnology,25440,17620,NA,NA,NA,6.58,2.4,4.56,-9.24,0.02,NA,,
LSR,Materials,3250,2330,NA,NA,NA,NA,2,NA,-1.37,0,NA,,
LCM,Capital Goods,50770,27370,7.21,6.12,8.24,0.41,0.64,0.21,4.38,0.33,0.07,,
LCE,Diversified Financials,4530,3360,26.25,NA,NA,2.94,0.95,2.18,NA,0.07,NA,,
LNR,Energy,133140,389260,3.69,8.85,NA,1.22,0.65,3.5,3.11,0.66,127.4,,
LGO,Energy,2430,3900,NA,NA,NA,3.77,2,6.05,NA,0,25.86,,
LOV,Retailing,340200,336000,92.57,16.2,NA,3.79,NA,3.67,23.33,NA,NA,,
LOM,Materials,45290,45850,NA,NA,NA,NA,1.06,NA,-17.65,0.01,NA,,
LYL,Capital Goods,55630,18790,NA,NA,NA,0.47,0.88,0.16,-7.66,0.96,2.02,,
LYC,Materials,138220,575110,NA,NA,0.01,1.2,0.59,5,-4.36,0.02,213.72,,
MTU,Telecommunication Services,1930000,2180000,25.73,15.51,1.04,1.78,5.32,2.04,13.14,0.27,78.46,,
MLD,Capital Goods,175670,167290,2.74,4.19,-0.14,0.28,0.66,0.28,1.15,0.42,31.48,,
MAH,Capital Goods,61080,108330,NA,NA,0.11,0.07,0.2,0.13,1.03,0.1,52.74,,
MRP,Materials,28550,25690,NA,NA,NA,138.28,0.86,125.67,-2.27,0.02,NA,,
MQA,Transportation,1650000,1640000,NA,17.94,-0.28,750.93,1.95,765.55,NA,0.06,NA,,
MQG,Diversified Financials,24500000,62700000,16.34,NA,NA,2.6,1.77,6.63,NA,215.66,NA,,
MRN,Media,193230,105100,29.74,NA,NA,1.4,5.07,1.84,18.34,0.01,115.57,,
MAQ,Telecommunication Services,125800,137320,NA,85.71,54.55,0.65,1.41,0.71,8.3,0.33,32.49,,
MFG,Diversified Financials,2910000,2870000,24.94,18.55,0.76,13.94,10.69,13.73,17.38,0.63,NA,,
MFF,Diversified Financials,817150,-57570,6.11,NA,NA,3.74,1.07,-0.34,NA,1.99,3,,
MAU,Materials,8810,9580,NA,NA,NA,NA,6.92,-179.91,-6.97,0.01,NA,,
MNS,Materials,65900,64720,NA,NA,NA,4808.76,44,4662.76,-7.16,0.01,NA,,
MGB,Materials,5880,4170,NA,NA,NA,NA,1.9,NA,NA,0.07,NA,,
MPE,Energy,4250,3460,NA,NA,NA,NA,0.45,NA,-4.36,0,3.16,,
MGU,Materials,5020,4580,NA,NA,NA,168.63,2.56,154.09,-6.78,0,0.66,,
MGL,Materials,15780,30730,NA,NA,NA,0.12,0.47,0.23,-77.8,0.01,56.47,,
MBC,Energy,5950,21460,NA,3.5,NA,201.8,0.28,727.75,-0.95,0.04,101.44,,
MAR,Materials,5630,6910,NA,NA,NA,62.99,0.42,85.93,-21.49,0,15.5,,
MGY,Materials,3470,2920,NA,NA,NA,1.96,0.5,1.65,13.44,0.01,NA,,
MGP,Diversified Financials,27030,18770,NA,NA,NA,7.69,3.51,5.34,70.38,0.05,NA,,
MTL,Software & Services,21570,37410,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
MSR,Materials,7210,6170,NA,NA,NA,NA,0.3,NA,-4.31,0,NA,,
MDD,Materials,1060,973.88,NA,NA,NA,NA,1.15,NA,-1.83,0.02,NA,,
MHC,Energy,4460,4540,NA,NA,NA,187.59,0.77,190.88,0.79,0,NA,,
MNM,Materials,6390,4940,NA,NA,NA,NA,0.81,NA,-6.87,0,0.41,,
MTR,Consumer Services,1070000,1080000,41.13,23.47,1.79,2.05,3.5,2.26,15.9,0.14,41.29,,
MTN,Materials,18440,16550,NA,NA,NA,147.57,6.45,125.09,-13.34,0.03,NA,,
MEY,Energy,4510,5420,NA,NA,NA,NA,NA,NA,-2.84,0.02,NA,,
MCX,Diversified Financials,NA,3360,NA,NA,NA,6.02,NA,18.39,NA,0.02,NA,,
MEU,Energy,2440,1600,NA,NA,NA,633.1,0.69,396.18,-1.92,0,NA,,
MJP,Capital Goods,183970,190210,NA,NA,NA,NA,NA,NA,NA,0,58.75,,
MYE,Capital Goods,17760,22590,NA,6.5,16.67,0.11,0.32,0.13,2.19,0.16,34.15,,
MCE,Energy,50000,31360,7.91,17.67,0.87,0.3,0.37,0.18,1.32,0.31,7.41,,
MAT,Materials,29550,31350,NA,NA,NA,NA,1.73,NA,-24.41,0,0.42,,
MAD,Energy,49050,5700,NA,NA,NA,1.91,0.48,0.23,0.89,0.08,1.02,,
MXR,Materials,1750,179.77,NA,NA,NA,NA,0.4,NA,-0.37,0,NA,,
MXI,Capital Goods,79580,115770,6.72,8.6,0.22,0.23,0.64,0.34,5.16,0.02,30.85,,
MSP,Technology Hardware & Equipment,7190,6590,13.33,NA,NA,2.22,2,1.9,15.09,0.01,NA,,
MYN,Materials,NA,-901.06,NA,NA,NA,45.88,0.5,-46.04,1.32,0.02,NA,,
MYX,Pharmaceuticals & Biotechnology,810320,660470,36.79,20.6,3.23,4.52,3.34,4.97,19.01,0.03,32.71,,
MBD,Capital Goods,1280,7190,NA,NA,NA,0.05,NA,0.3,-3.3,0,NA,,
MCS,Transportation,38170,215160,1.44,4.5,-0.27,0.05,0.13,0.3,2.76,0.15,79.13,,
MMS,Commercial Services & Supplies,1010000,1130000,14.14,12.38,0.94,2.61,3.86,3.08,5.87,1.28,96.46,,
MCP,Consumer Durables & Apparel,73000,162260,5.32,6.82,-21.55,0.25,0.83,0.45,5.82,0.12,75.13,,
MWS,Diversified Financials,7760,2370,0.5,NA,NA,0.11,0.06,0.12,0.92,NA,NA,,
MMR,Energy,4390,2260,NA,NA,NA,104.05,3.43,62.86,-1.32,0.01,2.23,,
MPL,Insurance,5670000,4030000,28.22,NA,NA,0.86,4.34,0.61,12.88,0.69,NA,,
MEB,Pharmaceuticals & Biotechnology,27840,12620,NA,NA,NA,NA,6.25,-27.08,NA,0.01,152.06,,
MLA,Health Care Equipment & Services,12170,7870,14.83,NA,NA,0.77,0.89,0.56,9.87,0.02,0.14,,
MVP,Pharmaceuticals & Biotechnology,135080,135670,117,46.8,NA,12.81,7.99,13.13,46.75,0.01,9.52,,
MGZ,Health Care Equipment & Services,7740,8040,NA,NA,NA,8414.91,NA,8808.57,-25.38,0,NA,,
MDG,Health Care Equipment & Services,9020,9700,NA,NA,NA,0.47,1.23,0.52,3.47,0.02,16.3,,
MML,Materials,180780,190770,4.12,3.22,-0.67,1.6,0.41,1.7,2.77,0.07,1.83,,
MLB,Software & Services,138020,117660,297,12.38,4.2,1.1,1.2,0.94,8.17,0.2,0.45,,
MEO,Energy,12760,4120,NA,NA,NA,40.82,0.62,14.01,0.04,0.01,NA,,
MVT,Diversified Financials,33600,28720,62.5,NA,NA,NA,0.93,-1821.83,-239.19,0.02,NA,,
MHI,Consumer Durables & Apparel,19320,8000,1.88,NA,NA,0.23,0.45,0.09,2.73,0.13,2.4,,
MEZ,Utilities,5120000,5970000,31.25,NA,NA,2.6,1.58,3.03,13.38,0.07,27.33,,
MED,Materials,26910,25680,NA,NA,NA,47.84,2,50.01,-4.19,0,8.18,,
MAS,Materials,11270,11260,NA,NA,NA,6.23,NA,6.23,-42.32,0,NA,,
MSB,Pharmaceuticals & Biotechnology,1310000,1090000,NA,NA,-2.09,39.56,2.12,34.79,-12.1,0.47,NA,,
MBK,Materials,4460,2380,NA,NA,NA,54.54,1.27,31.59,-4.25,0,NA,,
MKO,Materials,10220,8780,NA,NA,NA,378.62,0.83,360.57,-12.72,0,5.09,,
MLM,Materials,9350,4430,NA,NA,NA,15.88,0.6,8.26,-0.72,0.02,NA,,
MNE,Materials,5010,7000,NA,NA,NA,17.03,0.5,41.88,-2.78,0,72.5,,
MLS,Materials,1640,2230,NA,NA,NA,40.47,0.29,55.14,-4.05,0,NA,,
MTA,Materials,9190,5320,NA,NA,NA,106.28,0.62,61.6,-2.58,0.03,NA,,
MLX,Materials,600090,494770,13.4,7.47,NA,1.87,1.86,1.57,5.31,0.27,0.03,,
MTS,Food & Staples Retailing,1040000,2070000,5.8,NA,NA,0.08,0.62,0.15,7,0.05,52.63,,
MEI,Materials,1030,743.82,NA,NA,NA,236.55,4.5,172.62,-1.1,0,NA,,
MEL,Energy,29300,21180,NA,NA,NA,51.27,3,37.07,0.58,0.02,0.23,,
MNC,Materials,14220,13650,NA,NA,NA,1281.56,0.06,1346.96,-2.8,0,NA,,
MMI,Energy,26850,19040,NA,NA,NA,80.42,1.76,54.67,-7.39,0.02,NA,,
MPP,Materials,309000,337260,45.14,NA,NA,3.74,3.01,4.08,22.71,0.03,39.05,,
MWR,Software & Services,12420,11190,12.83,NA,NA,3.27,3.4,2.91,6.64,0.19,5.41,,
MGS,Materials,11770,18970,NA,NA,NA,NA,NA,-363.98,-10.62,0,NA,,
MHM,Materials,2600,-1030,NA,NA,NA,0.48,0.49,-0.19,0.29,0.03,NA,,
MDI,Materials,NA,-124.7,NA,NA,NA,6.31,0.26,-0.79,0.07,0.01,NA,,
MYT,Utilities,3680000,4560000,53.54,NA,NA,2.95,1.64,3.65,13.14,0.02,37.77,,
MIG,Software & Services,270320,213890,NA,NA,NA,125.9,44.32,109.76,-16.91,NA,NA,,
MOY,Materials,5440,42160,NA,2.5,NA,0.05,0.45,0.36,19.11,0.01,305.83,,
MLT,Diversified Financials,2930000,2730000,23.13,NA,NA,21.59,1.19,20.19,20.7,0.26,NA,,
MNB,Materials,8200,6990,NA,NA,NA,2982.82,0.55,2921.33,-8.23,0,NA,,
MCR,Materials,117650,72920,NA,8.93,0.5,1.11,1.19,0.67,2.09,0.28,9.98,,
MDX,Materials,2700,3330,NA,NA,NA,52.69,0.17,65.06,-1.48,0,4.98,,
MAK,Materials,16810,-677.83,NA,NA,NA,21.53,0.25,-0.82,0.2,0.08,NA,,
MIZ,Materials,4600,6060,NA,NA,NA,0.65,0.37,1.87,-1.46,0,83.31,,
MRC,Materials,48590,51550,6,NA,NA,1.39,1.56,1.48,6.71,0.01,23.19,,
MDL,Materials,92270,61280,NA,22.25,-0.06,NA,0.28,-0.85,-0.8,0.27,NA,,
MIN,Commercial Services & Supplies,1370000,1290000,19.49,13.29,-0.32,0.78,1.29,0.75,4.82,1.03,9,,
MPJ,Materials,13440,7400,NA,NA,NA,2623.2,4.5,1711.48,-6.57,0,NA,,
MEP,Materials,14770,8190,NA,NA,NA,26.13,0.61,14.5,-8.39,0.04,2.14,,
MNQ,Materials,4420,1760,NA,NA,NA,NA,1.71,NA,-2.38,0,NA,,
MRR,Materials,2620,-524.61,NA,NA,NA,NA,0.6,NA,0.87,0.11,NA,,
MNW,Software & Services,23140,21300,NA,NA,NA,10.25,26.5,8.76,-2.66,0.01,411.85,,
MLI,Materials,5380,4170,NA,NA,NA,0.11,0.16,0.09,22.78,0,NA,,
MBN,Materials,122040,209870,0.45,NA,NA,1.08,NA,1.79,-3.34,0.03,NA,,
MIR,Diversified Financials,357930,333430,49.61,NA,NA,36.38,1.26,33.73,NA,0.18,NA,,
MGR,Real Estate,7010000,9870000,14.58,14.58,4.23,3.4,1.13,4.71,12.22,0.03,40.44,,
MBT,Energy,2860,16030,0.06,NA,NA,290.35,0.14,2570.25,-6.57,0.05,113.69,,
MSV,Capital Goods,21680,15610,NA,NA,NA,0.75,0.5,0.78,-3.47,0.01,20.66,,
MTH,Materials,2530,855.02,NA,NA,NA,50.67,0.67,17.15,-0.97,0,NA,,
MRM,Transportation,215310,527880,2.99,5.8,-0.25,0.26,0.25,0.66,2.59,0.39,54.67,,
MBO,Technology Hardware & Equipment,17500,17410,NA,NA,NA,2.39,3.12,2.38,26.12,0,13.42,,
MBE,Software & Services,93550,85810,40.83,NA,NA,3.78,4.61,3.62,33.11,0.03,0.16,,
MOD,Materials,4120,5560,NA,NA,NA,NA,0.45,NA,-4.59,0,21.7,,
MOU,Energy,5320,3940,NA,NA,NA,476.44,1.33,264.43,-2.76,0,NA,,
MKB,Software & Services,86980,71480,NA,NA,NA,10.61,6.09,8.97,-4.24,0.02,NA,,
MPO,Energy,37330,-30060,NA,NA,NA,10.7,0.63,-8.62,7.7,0.27,NA,,
MND,Capital Goods,995310,880430,8.24,11.12,-0.53,0.46,2.65,0.42,4.67,2.28,7.58,,
MVF,Pharmaceuticals & Biotechnology,335070,449090,36.25,12.08,1.17,2.89,2.49,3.85,11.52,0.02,65.92,,
MOX,Materials,1930,535.44,NA,NA,NA,10.33,0.29,2.58,-1.51,0.01,NA,,
MNY,Diversified Financials,163510,166810,12.78,9.73,NA,2.79,1.46,2.94,8.35,0.22,34.1,,
MTI,"Food, Beverage & Tobacco",4260,3900,NA,NA,NA,2076.69,1,2084.07,NA,0,10.65,,
MOQ,Software & Services,10720,13230,0.37,NA,NA,NA,8.5,-17.37,16.72,0,NA,,
MRY,#N/A,3530,3010,NA,NA,NA,NA,6.75,-896.84,4.84,0,NA,,
MZM,Materials,16210,5770,7.42,NA,NA,92.24,1.69,32.83,-2.75,0.13,NA,,
MOO,Materials,3980,4920,NA,NA,NA,19.34,1,23.9,-2.66,0,NA,,
MRV,Energy,9150,1900,1.67,NA,NA,46.51,1.25,8.93,-2.17,0,NA,,
MOC,Banks,312650,314090,16.89,14.17,6.96,1.64,2.99,1.69,10.76,0.05,NA,,
MOT,Software & Services,4900,3270,NA,NA,NA,NA,NA,NA,-3.04,0,NA,,
MTB,Materials,NA,2150,NA,NA,NA,NA,NA,NA,-0.28,0,NA,,
